Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Average Load In Nanjing
2003/2/10 0:00,2003/2/11 0:00,2003/2/10 3:00,2003/2/11 3:00,1892.045
2003/2/11 0:00,2003/2/12 0:00,2003/2/11 3:00,2003/2/12 3:00,1979.298
2003/2/12 0:00,2003/2/13 0:00,2003/2/12 3:00,2003/2/13 3:00,1972.014
2003/2/13 0:00,2003/2/14 0:00,2003/2/13 3:00,2003/2/14 3:00,1964.555
2003/2/14 0:00,2003/2/15 0:00,2003/2/14 3:00,2003/2/15 3:00,2002.166
2003/2/15 0:00,2003/2/16 0:00,2003/2/15 3:00,2003/2/16 3:00,1857.926
2003/2/16 0:00,2003/2/17 0:00,2003/2/16 3:00,2003/2/17 3:00,1810.797
2003/2/17 0:00,2003/2/18 0:00,2003/2/17 3:00,2003/2/18 3:00,1950.48
2003/2/18 0:00,2003/2/19 0:00,2003/2/18 3:00,2003/2/19 3:00,1900.587
2003/2/19 0:00,2003/2/20 0:00,2003/2/19 3:00,2003/2/20 3:00,1872.356
2003/2/20 0:00,2003/2/21 0:00,2003/2/20 3:00,2003/2/21 3:00,1872.377
2003/2/21 0:00,2003/2/22 0:00,2003/2/21 3:00,2003/2/22 3:00,1854.294
2003/2/22 0:00,2003/2/23 0:00,2003/2/22 3:00,2003/2/23 3:00,1815.235
2003/2/23 0:00,2003/2/24 0:00,2003/2/23 3:00,2003/2/24 3:00,1798.126
2003/2/24 0:00,2003/2/25 0:00,2003/2/24 3:00,2003/2/25 3:00,1873.625
2003/2/25 0:00,2003/2/26 0:00,2003/2/25 3:00,2003/2/26 3:00,1894.46
2003/2/26 0:00,2003/2/27 0:00,2003/2/26 3:00,2003/2/27 3:00,1944.89
2003/2/27 0:00,2003/2/28 0:00,2003/2/27 3:00,2003/2/28 3:00,1921.794
2003/2/28 0:00,2003/3/1 0:00,2003/2/28 3:00,2003/3/1 3:00,1989.778
2003/3/1 0:00,2003/3/2 0:00,2003/3/1 3:00,2003/3/2 3:00,1876.809
2003/3/2 0:00,2003/3/3 0:00,2003/3/2 3:00,2003/3/3 3:00,1829.415
2003/3/3 0:00,2003/3/4 0:00,2003/3/3 3:00,2003/3/4 3:00,2034.267
2003/3/4 0:00,2003/3/5 0:00,2003/3/4 3:00,2003/3/5 3:00,2069.595
2003/3/5 0:00,2003/3/6 0:00,2003/3/5 3:00,2003/3/6 3:00,2084.972
2003/3/6 0:00,2003/3/7 0:00,2003/3/6 3:00,2003/3/7 3:00,2082.31
2003/3/7 0:00,2003/3/8 0:00,2003/3/7 3:00,2003/3/8 3:00,2017.866
2003/3/8 0:00,2003/3/9 0:00,2003/3/8 3:00,2003/3/9 3:00,1854.913
2003/3/9 0:00,2003/3/10 0:00,2003/3/9 3:00,2003/3/10 3:00,1798.416
2003/3/10 0:00,2003/3/11 0:00,2003/3/10 3:00,2003/3/11 3:00,1921.862
2003/3/11 0:00,2003/3/12 0:00,2003/3/11 3:00,2003/3/12 3:00,1939.211
2003/3/12 0:00,2003/3/13 0:00,2003/3/12 3:00,2003/3/13 3:00,1951.687
2003/3/13 0:00,2003/3/14 0:00,2003/3/13 3:00,2003/3/14 3:00,1951.639
2003/3/14 0:00,2003/3/15 0:00,2003/3/14 3:00,2003/3/15 3:00,2019.191
2003/3/15 0:00,2003/3/16 0:00,2003/3/15 3:00,2003/3/16 3:00,1922.702
2003/3/16 0:00,2003/3/17 0:00,2003/3/16 3:00,2003/3/17 3:00,1904.377
2003/3/17 0:00,2003/3/18 0:00,2003/3/17 3:00,2003/3/18 3:00,2061.779
2003/3/18 0:00,2003/3/19 0:00,2003/3/18 3:00,2003/3/19 3:00,1973.546
2003/3/19 0:00,2003/3/20 0:00,2003/3/19 3:00,2003/3/20 3:00,1949.91
2003/3/20 0:00,2003/3/21 0:00,2003/3/20 3:00,2003/3/21 3:00,1939.917
2003/3/21 0:00,2003/3/22 0:00,2003/3/21 3:00,2003/3/22 3:00,1862.989
2003/3/22 0:00,2003/3/23 0:00,2003/3/22 3:00,2003/3/23 3:00,1815.852
2003/3/23 0:00,2003/3/24 0:00,2003/3/23 3:00,2003/3/24 3:00,1774.631
2003/3/24 0:00,2003/3/25 0:00,2003/3/24 3:00,2003/3/25 3:00,1848.762
2003/3/25 0:00,2003/3/26 0:00,2003/3/25 3:00,2003/3/26 3:00,1834.855
2003/3/26 0:00,2003/3/27 0:00,2003/3/26 3:00,2003/3/27 3:00,1791.775
2003/3/27 0:00,2003/3/28 0:00,2003/3/27 3:00,2003/3/28 3:00,1785.664
2003/3/28 0:00,2003/3/29 0:00,2003/3/28 3:00,2003/3/29 3:00,1794.091
2003/3/29 0:00,2003/3/30 0:00,2003/3/29 3:00,2003/3/30 3:00,1742.712
2003/3/30 0:00,2003/3/31 0:00,2003/3/30 3:00,2003/3/31 3:00,1697.202
2003/3/31 0:00,2003/4/1 0:00,2003/3/31 3:00,2003/4/1 3:00,1786.685
2003/4/1 0:00,2003/4/2 0:00,2003/4/1 3:00,2003/4/2 3:00,1787.567
2003/4/2 0:00,2003/4/3 0:00,2003/4/2 3:00,2003/4/3 3:00,1806.075
2003/4/3 0:00,2003/4/4 0:00,2003/4/3 3:00,2003/4/4 3:00,1776.902
2003/4/4 0:00,2003/4/5 0:00,2003/4/4 3:00,2003/4/5 3:00,1769.947
2003/4/5 0:00,2003/4/6 0:00,2003/4/5 3:00,2003/4/6 3:00,1665.4
2003/4/6 0:00,2003/4/7 0:00,2003/4/6 3:00,2003/4/7 3:00,1644.526
2003/4/7 0:00,2003/4/8 0:00,2003/4/7 3:00,2003/4/8 3:00,1746.222
2003/4/8 0:00,2003/4/9 0:00,2003/4/8 3:00,2003/4/9 3:00,1733.771
2003/4/9 0:00,2003/4/10 0:00,2003/4/9 3:00,2003/4/10 3:00,1757.276
2003/4/10 0:00,2003/4/11 0:00,2003/4/10 3:00,2003/4/11 3:00,1777.626
2003/4/12 0:00,2003/4/13 0:00,2003/4/12 3:00,2003/4/13 3:00,1726.766
2003/4/13 0:00,2003/4/14 0:00,2003/4/13 3:00,2003/4/14 3:00,1690.621
2003/4/14 0:00,2003/4/15 0:00,2003/4/14 3:00,2003/4/15 3:00,1757.105
2003/4/15 0:00,2003/4/16 0:00,2003/4/15 3:00,2003/4/16 3:00,1775.281
2003/4/16 0:00,2003/4/17 0:00,2003/4/16 3:00,2003/4/17 3:00,1790.467
2003/4/17 0:00,2003/4/18 0:00,2003/4/17 3:00,2003/4/18 3:00,1815.906
2003/4/18 0:00,2003/4/19 0:00,2003/4/18 3:00,2003/4/19 3:00,1819.218
2003/4/19 0:00,2003/4/20 0:00,2003/4/19 3:00,2003/4/20 3:00,1751.578
2003/4/20 0:00,2003/4/21 0:00,2003/4/20 3:00,2003/4/21 3:00,1686.115
2003/4/21 0:00,2003/4/22 0:00,2003/4/21 3:00,2003/4/22 3:00,1783.774
2003/4/22 0:00,2003/4/23 0:00,2003/4/22 3:00,2003/4/23 3:00,1777.872
2003/4/23 0:00,2003/4/24 0:00,2003/4/23 3:00,2003/4/24 3:00,1818.715
2003/4/24 0:00,2003/4/25 0:00,2003/4/24 3:00,2003/4/25 3:00,1842.516
2003/4/25 0:00,2003/4/26 0:00,2003/4/25 3:00,2003/4/26 3:00,1828.153
2003/4/26 0:00,2003/4/27 0:00,2003/4/26 3:00,2003/4/27 3:00,1769.158
2003/4/27 0:00,2003/4/28 0:00,2003/4/27 3:00,2003/4/28 3:00,1743.256
2003/4/28 0:00,2003/4/29 0:00,2003/4/28 3:00,2003/4/29 3:00,1786.405
2003/4/29 0:00,2003/4/30 0:00,2003/4/29 3:00,2003/4/30 3:00,1778.264
2003/4/30 0:00,2003/5/1 0:00,2003/4/30 3:00,2003/5/1 3:00,1733.158
2003/5/1 0:00,2003/5/2 0:00,2003/5/1 3:00,2003/5/2 3:00,1626.419
2003/5/2 0:00,2003/5/3 0:00,2003/5/2 3:00,2003/5/3 3:00,1611.536
2003/5/3 0:00,2003/5/4 0:00,2003/5/3 3:00,2003/5/4 3:00,1613.125
2003/5/4 0:00,2003/5/5 0:00,2003/5/4 3:00,2003/5/5 3:00,1679.057
2003/5/5 0:00,2003/5/6 0:00,2003/5/5 3:00,2003/5/6 3:00,1677.828
2003/5/6 0:00,2003/5/7 0:00,2003/5/6 3:00,2003/5/7 3:00,1746.68
2003/5/7 0:00,2003/5/8 0:00,2003/5/7 3:00,2003/5/8 3:00,1781.185
2003/5/8 0:00,2003/5/9 0:00,2003/5/8 3:00,2003/5/9 3:00,1773.278
2003/5/9 0:00,2003/5/10 0:00,2003/5/9 3:00,2003/5/10 3:00,1758.893
2003/5/10 0:00,2003/5/11 0:00,2003/5/10 3:00,2003/5/11 3:00,1729.444
2003/5/11 0:00,2003/5/12 0:00,2003/5/11 3:00,2003/5/12 3:00,1711.405
2003/5/12 0:00,2003/5/13 0:00,2003/5/12 3:00,2003/5/13 3:00,1803.462
2003/5/13 0:00,2003/5/14 0:00,2003/5/13 3:00,2003/5/14 3:00,1807.683
2003/5/14 0:00,2003/5/15 0:00,2003/5/14 3:00,2003/5/15 3:00,1795.222
2003/5/15 0:00,2003/5/16 0:00,2003/5/15 3:00,2003/5/16 3:00,1684.996
2003/5/16 0:00,2003/5/17 0:00,2003/5/16 3:00,2003/5/17 3:00,1761.887
2003/5/17 0:00,2003/5/18 0:00,2003/5/17 3:00,2003/5/18 3:00,1709.996
2003/5/18 0:00,2003/5/19 0:00,2003/5/18 3:00,2003/5/19 3:00,1689.842
2003/5/19 0:00,2003/5/20 0:00,2003/5/19 3:00,2003/5/20 3:00,1785.991
2003/5/20 0:00,2003/5/21 0:00,2003/5/20 3:00,2003/5/21 3:00,1785.764
2003/5/21 0:00,2003/5/22 0:00,2003/5/21 3:00,2003/5/22 3:00,1781.112
2003/5/22 0:00,2003/5/23 0:00,2003/5/22 3:00,2003/5/23 3:00,1805.612
2003/5/23 0:00,2003/5/24 0:00,2003/5/23 3:00,2003/5/24 3:00,1820.365
2003/5/24 0:00,2003/5/25 0:00,2003/5/24 3:00,2003/5/25 3:00,1732.787
2003/5/25 0:00,2003/5/26 0:00,2003/5/25 3:00,2003/5/26 3:00,1703.396
2003/5/26 0:00,2003/5/27 0:00,2003/5/26 3:00,2003/5/27 3:00,1789.162
2003/5/27 0:00,2003/5/28 0:00,2003/5/27 3:00,2003/5/28 3:00,1830.696
2003/5/28 0:00,2003/5/29 0:00,2003/5/28 3:00,2003/5/29 3:00,1812.152
2003/5/29 0:00,2003/5/30 0:00,2003/5/29 3:00,2003/5/30 3:00,1805.845
2003/5/30 0:00,2003/5/31 0:00,2003/5/30 3:00,2003/5/31 3:00,1805.922
2003/5/31 0:00,2003/6/1 0:00,2003/5/31 3:00,2003/6/1 3:00,1742.796
2003/6/1 0:00,2003/6/2 0:00,2003/6/1 3:00,2003/6/2 3:00,1701.156
2003/6/2 0:00,2003/6/3 0:00,2003/6/2 3:00,2003/6/3 3:00,1830.465
2003/6/3 0:00,2003/6/4 0:00,2003/6/3 3:00,2003/6/4 3:00,1841.168
2003/6/4 0:00,2003/6/5 0:00,2003/6/4 3:00,2003/6/5 3:00,1812.076
2003/6/5 0:00,2003/6/6 0:00,2003/6/5 3:00,2003/6/6 3:00,1861.855
2003/6/6 0:00,2003/6/7 0:00,2003/6/6 3:00,2003/6/7 3:00,1946.501
2003/6/7 0:00,2003/6/8 0:00,2003/6/7 3:00,2003/6/8 3:00,1846.728
2003/6/8 0:00,2003/6/9 0:00,2003/6/8 3:00,2003/6/9 3:00,1797.379
2003/6/9 0:00,2003/6/10 0:00,2003/6/9 3:00,2003/6/10 3:00,1965.042
2003/6/10 0:00,2003/6/11 0:00,2003/6/10 3:00,2003/6/11 3:00,2001.338
2003/6/11 0:00,2003/6/12 0:00,2003/6/11 3:00,2003/6/12 3:00,1852.338
2003/6/12 0:00,2003/6/13 0:00,2003/6/12 3:00,2003/6/13 3:00,1873.246
2003/6/13 0:00,2003/6/14 0:00,2003/6/13 3:00,2003/6/14 3:00,1920.378
2003/6/14 0:00,2003/6/15 0:00,2003/6/14 3:00,2003/6/15 3:00,1879.072
2003/6/15 0:00,2003/6/16 0:00,2003/6/15 3:00,2003/6/16 3:00,1826.224
2003/6/16 0:00,2003/6/17 0:00,2003/6/16 3:00,2003/6/17 3:00,1920.707
2003/6/17 0:00,2003/6/18 0:00,2003/6/17 3:00,2003/6/18 3:00,1974.64
2003/6/18 0:00,2003/6/19 0:00,2003/6/18 3:00,2003/6/19 3:00,1992.773
2003/6/20 0:00,2003/6/21 0:00,2003/6/20 3:00,2003/6/21 3:00,2078.614
2003/6/21 0:00,2003/6/22 0:00,2003/6/21 3:00,2003/6/22 3:00,1918.474
2003/6/22 0:00,2003/6/23 0:00,2003/6/22 3:00,2003/6/23 3:00,1941.68
2003/6/23 0:00,2003/6/24 0:00,2003/6/23 3:00,2003/6/24 3:00,2010.744
2003/6/24 0:00,2003/6/25 0:00,2003/6/24 3:00,2003/6/25 3:00,2070.754
2003/6/25 0:00,2003/6/26 0:00,2003/6/25 3:00,2003/6/26 3:00,2112.234
2003/6/26 0:00,2003/6/27 0:00,2003/6/26 3:00,2003/6/27 3:00,2094.605
2003/6/27 0:00,2003/6/28 0:00,2003/6/27 3:00,2003/6/28 3:00,1949.933
2003/6/28 0:00,2003/6/29 0:00,2003/6/28 3:00,2003/6/29 3:00,1926.068
2003/6/29 0:00,2003/6/30 0:00,2003/6/29 3:00,2003/6/30 3:00,1927.87
2003/6/30 0:00,2003/7/1 0:00,2003/6/30 3:00,2003/7/1 3:00,2120.852
2003/7/1 0:00,2003/7/2 0:00,2003/7/1 3:00,2003/7/2 3:00,1991.491
2003/7/2 0:00,2003/7/3 0:00,2003/7/2 3:00,2003/7/3 3:00,2174.182
2003/7/3 0:00,2003/7/4 0:00,2003/7/3 3:00,2003/7/4 3:00,2191.026
2003/7/4 0:00,2003/7/5 0:00,2003/7/4 3:00,2003/7/5 3:00,2335.925
2003/7/5 0:00,2003/7/6 0:00,2003/7/5 3:00,2003/7/6 3:00,1984.744
2003/7/6 0:00,2003/7/7 0:00,2003/7/6 3:00,2003/7/7 3:00,1949.956
2003/7/7 0:00,2003/7/8 0:00,2003/7/7 3:00,2003/7/8 3:00,2110.21
2003/7/8 0:00,2003/7/9 0:00,2003/7/8 3:00,2003/7/9 3:00,2110.943
2003/7/9 0:00,2003/7/10 0:00,2003/7/9 3:00,2003/7/10 3:00,2071.823
2003/7/10 0:00,2003/7/11 0:00,2003/7/10 3:00,2003/7/11 3:00,2033.019
2003/7/11 0:00,2003/7/12 0:00,2003/7/11 3:00,2003/7/12 3:00,2014.428
2003/7/12 0:00,2003/7/13 0:00,2003/7/12 3:00,2003/7/13 3:00,2074.557
2003/7/13 0:00,2003/7/14 0:00,2003/7/13 3:00,2003/7/14 3:00,2145.007
2003/7/14 0:00,2003/7/15 0:00,2003/7/14 3:00,2003/7/15 3:00,2352.804
2003/7/16 0:00,2003/7/17 0:00,2003/7/16 3:00,2003/7/17 3:00,2151.376
2003/7/17 0:00,2003/7/18 0:00,2003/7/17 3:00,2003/7/18 3:00,2183.985
2003/7/18 0:00,2003/7/19 0:00,2003/7/18 3:00,2003/7/19 3:00,2149.812
2003/7/19 0:00,2003/7/20 0:00,2003/7/19 3:00,2003/7/20 3:00,2232.186
2003/7/20 0:00,2003/7/21 0:00,2003/7/20 3:00,2003/7/21 3:00,2133.989
2003/7/21 0:00,2003/7/22 0:00,2003/7/21 3:00,2003/7/22 3:00,2474.794
2003/7/22 0:00,2003/7/23 0:00,2003/7/22 3:00,2003/7/23 3:00,2409.719
2003/7/23 0:00,2003/7/24 0:00,2003/7/23 3:00,2003/7/24 3:00,2531.433
2003/7/24 0:00,2003/7/25 0:00,2003/7/24 3:00,2003/7/25 3:00,2714.786
2003/7/25 0:00,2003/7/26 0:00,2003/7/25 3:00,2003/7/26 3:00,2783.718
2003/7/26 0:00,2003/7/27 0:00,2003/7/26 3:00,2003/7/27 3:00,2694.045
2003/7/27 0:00,2003/7/28 0:00,2003/7/27 3:00,2003/7/28 3:00,2647.561
2003/7/28 0:00,2003/7/29 0:00,2003/7/28 3:00,2003/7/29 3:00,2814.385
2003/7/29 0:00,2003/7/30 0:00,2003/7/29 3:00,2003/7/30 3:00,2865.811
2003/7/30 0:00,2003/7/31 0:00,2003/7/30 3:00,2003/7/31 3:00,2922.851
2003/7/31 0:00,2003/8/1 0:00,2003/7/31 3:00,2003/8/1 3:00,2894.108
2003/8/1 0:00,2003/8/2 0:00,2003/8/1 3:00,2003/8/2 3:00,2874.474
2003/8/2 0:00,2003/8/3 0:00,2003/8/2 3:00,2003/8/3 3:00,2821.979
2003/8/3 0:00,2003/8/4 0:00,2003/8/3 3:00,2003/8/4 3:00,2555.599
2003/8/4 0:00,2003/8/5 0:00,2003/8/4 3:00,2003/8/5 3:00,2554.873
2003/8/5 0:00,2003/8/6 0:00,2003/8/5 3:00,2003/8/6 3:00,2660.488
2003/8/6 0:00,2003/8/7 0:00,2003/8/6 3:00,2003/8/7 3:00,2691.976
2003/8/7 0:00,2003/8/8 0:00,2003/8/7 3:00,2003/8/8 3:00,2798.147
2003/8/8 0:00,2003/8/9 0:00,2003/8/8 3:00,2003/8/9 3:00,2744.839
2003/8/9 0:00,2003/8/10 0:00,2003/8/9 3:00,2003/8/10 3:00,2449.985
2003/8/10 0:00,2003/8/11 0:00,2003/8/10 3:00,2003/8/11 3:00,2254.021
2003/8/11 0:00,2003/8/12 0:00,2003/8/11 3:00,2003/8/12 3:00,2236.081
2003/8/13 0:00,2003/8/14 0:00,2003/8/13 3:00,2003/8/14 3:00,1904.007
2003/8/14 0:00,2003/8/15 0:00,2003/8/14 3:00,2003/8/15 3:00,1886.768
2003/8/15 0:00,2003/8/16 0:00,2003/8/15 3:00,2003/8/16 3:00,1959.785
2003/8/16 0:00,2003/8/17 0:00,2003/8/16 3:00,2003/8/17 3:00,1949.562
2003/8/17 0:00,2003/8/18 0:00,2003/8/17 3:00,2003/8/18 3:00,1900.293
2003/8/18 0:00,2003/8/19 0:00,2003/8/18 3:00,2003/8/19 3:00,1969.723
